accession,tax_id,organism_name,common_name,fasta_url_download
GCA_903992545.1,59474,Pipistrellus pipistrellus,common pipistrelle,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_903992545.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Pipistrelluspipistrellus.zip"
GCF_011100635.1,9337,Trichosurus vulpecula,common brushtail,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_011100635.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Trichosurusvulpecula.zip"
GCF_949987515.1,9728,Delphinus delphis,saddleback dolphin,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_949987515.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Delphinusdelphis.zip"
GCF_949987535.1,9767,Balaenoptera acutorostrata,minke whale,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_949987535.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Balaenopteraacutorostrata.zip"
GCF_950295315.1,9365,Erinaceus europaeus,western European hedgehog,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_950295315.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Erinaceuseuropaeus.zip"
GCF_000165445.2,30608,Microcebus murinus,gray mouse lemur,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000165445.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Microcebusmurinus.zip"
GCA_009760805.1,62621,Lepus timidus,Mountain hare,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_009760805.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Lepustimidus.zip"
GCA_000772465.1,43780,Nasalis larvatus,proboscis monkey,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000772465.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Nasalislarvatus.zip"
GCF_024542745.1,257877,Macaca thibetana thibetana,,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_024542745.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Macacathibetanathibetana.zip"
GCF_020826845.1,77932,Diceros bicornis minor,,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_020826845.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Dicerosbicornisminor.zip"
GCF_028878055.1,9590,Symphalangus syndactylus,siamang,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_028878055.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Symphalangussyndactylus.zip"
GCA_030015415.1,9400,Cynopterus sphinx,Indian short-nosed fruit bat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030015415.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Cynopterussphinx.zip"
GCA_028571685.1,77598,Heterohyrax brucei,yellow-spotted hyrax,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_028571685.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Heterohyraxbrucei.zip"
GCF_022837055.1,61388,Prionailurus viverrinus,fishing cat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022837055.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Prionailurusviverrinus.zip"
GCA_029410595.1,74864,Martes flavigula,yellow-throated marten,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_029410595.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Martesflavigula.zip"
GCF_023091745.1,37181,Budorcas taxicolor,takin,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023091745.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Budorcastaxicolor.zip"
GCA_032313775.1,55040,Urocyon cinereoargenteus,gray fox,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_032313775.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Urocyoncinereoargenteus.zip"
GCA_030035585.1,29137,Dugong dugon,dugong,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030035585.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Dugongdugon.zip"
GCF_028018385.1,61452,Neofelis nebulosa,Clouded leopard,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_028018385.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Neofelisnebulosa.zip"
GCA_028564815.1,27606,Eubalaena glacialis,North Atlantic right whale,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_028564815.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Eubalaenaglacialis.zip"
GCA_031876335.1,175524,Hipposideros larvatus,,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_031876335.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Hipposideroslarvatus.zip"
GCF_015220235.1,27675,Choloepus didactylus,southern two-toed sloth,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_015220235.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Choloepusdidactylus.zip"
GCF_008692025.1,42100,Phocoena sinus,vaquita,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_008692025.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Phocoenasinus.zip"
GCA_028451465.1,34844,Erethizon dorsatum,North American porcupine,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_028451465.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Erethizondorsatum.zip"
GCA_020226045.1,9886,Muntiacus reevesi,Reeves' muntjac,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_020226045.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Muntiacusreevesi.zip"
GCA_902686455.2,55149,Sciurus vulgaris,Eurasian red squirrel,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_902686455.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Sciurusvulgaris.zip"
GCA_023851605.1,48850,Tamandua tetradactyla,southern tamandua,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023851605.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Tamanduatetradactyla.zip"
GCA_025594165.1,64680,Tamias sibiricus,Siberian chipmunk,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_025594165.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Tamiassibiricus.zip"
GCA_026956025.1,78449,Macaca cyclopis,Taiwan macaque,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_026956025.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Macacacyclopis.zip"
GCF_009834535.1,419612,Camelus ferus,Wild Bactrian camel,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_009834535.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Camelusferus.zip"
GCF_947179515.1,10129,Apodemus sylvaticus,European woodmouse,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_947179515.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Apodemussylvaticus.zip"
GCF_963259705.1,98922,Myotis daubentonii,Daubenton's bat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_963259705.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Myotisdaubentonii.zip"
GCA_963383645.1,39082,Muscardinus avellanarius,hazel dormouse,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_963383645.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Muscardinusavellanarius.zip"
GCF_903995425.1,38674,Onychomys torridus,southern grasshopper mouse,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_903995425.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Onychomystorridus.zip"
GCA_963455335.1,29065,Martes martes,European pine marten,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_963455335.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Martesmartes.zip"
GCF_019320065.1,1574408,Cervus canadensis,elk,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_019320065.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Cervuscanadensis.zip"
GCF_003255815.1,9565,Theropithecus gelada,gelada,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003255815.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Theropithecusgelada.zip"
GCF_022355385.1,77151,Mustela nigripes,black-footed ferret,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022355385.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Mustelanigripes.zip"
GCF_006229205.1,37032,Suricata suricatta,meerkat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_006229205.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Suricatasuricatta.zip"
GCA_028646425.1,83653,Grampus griseus,Risso's dolphin,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_028646425.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Grampusgriseus.zip"
GCA_028533385.1,9690,Panthera onca,jaguar,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_028533385.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Pantheraonca.zip"
GCA_028645565.1,100937,Papio papio,Guinea baboon,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_028645565.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Papiopapio.zip"
GCA_028646535.1,9654,Procyon lotor,raccoon,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_028646535.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Procyonlotor.zip"
GCF_018350155.1,46844,Leopardus geoffroyi,Geoffroy's cat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_018350155.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Leopardusgeoffroyi.zip"
GCA_031835075.1,9490,Saguinus oedipus,cotton-top tamarin,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_031835075.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Saguinusoedipus.zip"
GCA_019924945.1,61376,Felis chaus,jungle cat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_019924945.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Felischaus.zip"
GCF_030435805.1,9666,Mustela lutreola,European mink,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_030435805.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Mustelalutreola.zip"
GCA_027409185.1,110931,Cynocephalus volans,Philippine flying lemur,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_027409185.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Cynocephalusvolans.zip"
GCA_024291935.2,86973,Okapia johnstoni,okapi,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_024291935.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Okapiajohnstoni.zip"
GCA_949987585.1,246814,Pipistrellus pygmaeus,soprano pipistrelle,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_949987585.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Pipistrelluspygmaeus.zip"
GCA_024500485.1,561074,Vulpes ferrilata,Tibetan sand fox,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_024500485.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Vulpesferrilata.zip"
GCF_016432865.1,38775,Antechinus flavipes,yellow-footed antechinus,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_016432865.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Antechinusflavipes.zip"
GCF_025265405.1,48708,Mesoplodon densirostris,Blainville's beaked whale,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_025265405.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Mesoplodondensirostris.zip"
GCA_030463245.1,9629,Vulpes corsac,Corsac fox,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030463245.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Vulpescorsac.zip"
GCF_028023285.1,2746895,Balaenoptera ricei,Rice's whale,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_028023285.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Balaenopteraricei.zip"
GCF_009829155.1,36723,Mustela erminea,ermine,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_009829155.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Mustelaerminea.zip"
GCA_949820135.1,9988,Sylvilagus floridanus,eastern cottontail,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_949820135.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Sylvilagusfloridanus.zip"
GCF_950005125.1,269649,Chionomys nivalis,European snow vole,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_950005125.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Chionomysnivalis.zip"
GCA_023898255.1,261741,Nycticebus bengalensis,Bengal slow loris,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023898255.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Nycticebusbengalensis.zip"
GCA_021498465.1,9589,Hylobates pileatus,pileated gibbon,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_021498465.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Hylobatespileatus.zip"
GCF_016906955.1,41426,Phacochoerus africanus,Common warthog,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_016906955.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Phacochoerusafricanus.zip"
GCF_007474595.2,61383,Lynx canadensis,Canada lynx,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_007474595.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Lynxcanadensis.zip"
GCF_903992535.2,1047088,Arvicola amphibius,Eurasian water vole,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_903992535.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Arvicolaamphibius.zip"
GCF_024139225.1,109475,Suncus etruscus,white-toothed pygmy shrew,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_024139225.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Suncusetruscus.zip"
GCF_903995435.1,60746,Acomys russatus,golden spiny mouse,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_903995435.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Acomysrussatus.zip"
GCA_951394435.1,9737,Stenella coeruleoalba,striped dolphin,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_951394435.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Stenellacoeruleoalba.zip"
GCF_949774975.1,27610,Lagenorhynchus albirostris,white-beaked dolphin,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_949774975.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Lagenorhynchusalbirostris.zip"
GCA_949752795.1,48744,Hyperoodon ampullatus,northern bottlenose whale,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_949752795.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Hyperoodonampullatus.zip"
GCA_963455305.1,61862,Plecotus auritus,brown big-eared bat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_963455305.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Plecotusauritus.zip"
GCF_949786415.1,42410,Peromyscus eremicus,cactus mouse,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_949786415.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Peromyscuseremicus.zip"
GCA_010411085.1,84702,Cervus hanglu yarkandensis,Yarkand deer,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_010411085.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Cervushangluyarkandensis.zip"
GCA_008782695.1,9888,Muntiacus muntjak,muntjak,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_008782695.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Muntiacusmuntjak.zip"
GCF_002201575.2,29088,Neomonachus schauinslandi,Hawaiian monk seal,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002201575.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Neomonachusschauinslandi.zip"
GCF_023721935.1,29064,Panthera uncia,snow leopard,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023721935.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Pantherauncia.zip"
GCA_028646485.1,94188,Cryptoprocta ferox,fossa,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_028646485.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Cryptoproctaferox.zip"
GCA_028551375.1,9638,Tremarctos ornatus,spectacled bear,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_028551375.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Tremarctosornatus.zip"
GCA_028646465.1,9809,Rhinoceros unicornis,greater Indian rhinoceros,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_028646465.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Rhinocerosunicornis.zip"
GCF_002776525.5,591936,Piliocolobus tephrosceles,Ugandan red Colobus,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002776525.5/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Piliocolobustephrosceles.zip"
GCF_900094665.2,10089,Mus caroli,Ryukyu mouse,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900094665.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Muscaroli.zip"
GCF_008632895.1,35658,Mastomys coucha,southern multimammate mouse,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_008632895.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Mastomyscoucha.zip"
GCF_900095145.1,10093,Mus pahari,shrew mouse,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900095145.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Muspahari.zip"
GCA_028975605.1,9719,Pusa sibirica,Baikal seal,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_028975605.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Pusasibirica.zip"
GCA_018282465.1,297284,Bos taurus x Bison bison,beefalo,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_018282465.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=BostaurusxBisonbison.zip"
GCA_946052875.1,1705790,Bos gaurus x Bos taurus,hybrid cow,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_946052875.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=BosgaurusxBostaurus.zip"
